
  384.5457  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-0.673 59 0.000  158  232F7 -8 0    1147 1150     0
  384.5462  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-0.778 59 0.000   69  114F6 -7 0    1147 1150     0
  384.5465  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-0.894 59 0.000   -8   11F5 -6 0    1147 1150     0
  384.5469  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-1.023 59 0.000  -74  -77F4 -5 0    1147 1150     0
  384.5472  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-1.169 59 0.000 -127 -151F3 -4 0    1147 1150     0
  384.5475  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-1.339 59 0.000 -167 -210F2 -3 0    1147 1150     0
  384.5475  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-1.681 59 0.000  158  114F7 -7 0    1147 1150     0
  384.5477  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-1.543 59 0.000 -194 -254F1 -2 0    1147 1150     0
  384.5477  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-1.470 59 0.000   69   11F6 -6 0    1147 1150     0
  384.5478  0.010 27.00    7442.399  3.5 (3F)4s a2F   33439.661  4.5 (3F)4p y2G  8.04 -6.10 -7.80FMW  0 0 59-1.397 59 0.000   -8  -77F5 -5 0    1147 1150     0
